invoice_no,customer_id,country,order_date,n_line_items,total_quantity,order_value
549247,13752,United Kingdom,2011-04-07,16,224,277.6
549248,13892,United Kingdom,2011-04-07,3,140,54.52
549249,12423,Belgium,2011-04-07,17,246,225.36
549250,14446,United Kingdom,2011-04-07,83,318,303.04
549251,14449,United Kingdom,2011-04-07,55,194,191.06
549255,16209,United Kingdom,2011-04-07,10,245,305.95
549256,15754,United Kingdom,2011-04-07,6,36,91.8
549257,14465,United Kingdom,2011-04-07,56,87,191.49
549258,13102,United Kingdom,2011-04-07,18,216,329.1
549259,13712,United Kingdom,2011-04-07,10,352,228.84
549260,17790,United Kingdom,2011-04-07,11,39,107.07
549261,14903,United Kingdom,2011-04-07,57,284,580.58
549262,14465,United Kingdom,2011-04-07,57,132,269.83
549263,15800,United Kingdom,2011-04-07,14,108,244.5
549272,17133,United Kingdom,2011-04-07,3,131,358.25
549273,13089,United Kingdom,2011-04-07,3,112,312.0
549274,12721,France,2011-04-07,23,236,312.2
549275,15916,United Kingdom,2011-04-07,14,64,160.12
549276,16745,United Kingdom,2011-04-07,17,152,267.1
549277,16469,United Kingdom,2011-04-07,22,44,97.7
549278,16255,United Kingdom,2011-04-07,21,195,168.46
549279,16469,United Kingdom,2011-04-07,40,70,179.18
549280,13854,United Kingdom,2011-04-07,3,82,429.9
549281,17735,United Kingdom,2011-04-07,27,330,571.3
549282,13718,United Kingdom,2011-04-07,5,38,192.5
549283,13005,United Kingdom,2011-04-07,18,135,321.65
549284,15694,United Kingdom,2011-04-07,2,36,365.4
549285,14981,United Kingdom,2011-04-07,8,97,102.12
549286,17928,United Kingdom,2011-04-07,17,46,78.26
549287,14527,United Kingdom,2011-04-07,6,15,40.41
549289,14395,United Kingdom,2011-04-07,22,152,188.13
549291,16261,United Kingdom,2011-04-07,50,139,254.96
549292,17869,United Kingdom,2011-04-07,10,17,91.09
549293,17883,United Kingdom,2011-04-07,19,48,119.35
549294,13230,United Kingdom,2011-04-07,50,109,203.2
549296,14619,United Kingdom,2011-04-08,20,152,394.44
549297,18061,United Kingdom,2011-04-08,6,66,213.8
549298,13015,United Kingdom,2011-04-08,19,192,314.6
549299,13995,United Kingdom,2011-04-08,17,183,310.45
549300,13362,United Kingdom,2011-04-08,41,391,768.83
549301,16643,United Kingdom,2011-04-08,27,269,487.51
549302,14246,United Kingdom,2011-04-08,24,216,449.64
549303,18040,United Kingdom,2011-04-08,12,96,239.0
549304,16133,United Kingdom,2011-04-08,14,139,301.53
549305,15189,United Kingdom,2011-04-08,8,46,152.3
549306,16837,United Kingdom,2011-04-08,8,98,148.74
549307,15119,United Kingdom,2011-04-08,14,88,266.4
549308,13767,United Kingdom,2011-04-08,7,76,136.36
549309,15114,United Kingdom,2011-04-08,16,234,215.34
549310,16325,United Kingdom,2011-04-08,5,62,190.82
549311,14924,United Kingdom,2011-04-08,10,64,310.05
549312,14217,United Kingdom,2011-04-08,5,24,112.8
549313,12393,Australia,2011-04-08,17,224,421.6
549316,12705,Germany,2011-04-08,63,757,1321.25
549317,15109,United Kingdom,2011-04-08,28,131,484.95
549318,13911,United Kingdom,2011-04-08,14,105,247.95
549319,16623,United Kingdom,2011-04-08,5,39,129.45
549320,16010,United Kingdom,2011-04-08,14,61,118.75
549321,14243,United Kingdom,2011-04-08,23,237,373.27
549322,16558,United Kingdom,2011-04-08,14,116,230.98
549323,12999,United Kingdom,2011-04-08,23,310,320.28
549324,16045,United Kingdom,2011-04-08,11,107,196.8
549325,12717,Greece,2011-04-08,30,260,509.74
549353,13962,United Kingdom,2011-04-08,7,30,117.6
549360,17035,United Kingdom,2011-04-08,10,86,174.02
549368,18036,United Kingdom,2011-04-08,38,83,110.8
549372,14958,United Kingdom,2011-04-08,17,70,210.65
549387,13178,United Kingdom,2011-04-08,27,355,483.0
549412,14258,United Kingdom,2011-04-08,5,1284,718.6
549417,14258,United Kingdom,2011-04-08,1,12,79.8
549424,15367,United Kingdom,2011-04-08,29,338,651.6
549425,14030,United Kingdom,2011-04-08,44,248,337.67
549428,15815,United Kingdom,2011-04-08,5,192,453.0
549429,17001,United Kingdom,2011-04-08,13,158,313.5
549431,15874,United Kingdom,2011-04-08,43,895,1163.75
549432,14264,United Kingdom,2011-04-08,5,18,115.7
549433,16709,United Kingdom,2011-04-08,4,26,149.9
549434,12647,Germany,2011-04-08,5,84,278.76
549435,12356,Portugal,2011-04-08,21,370,481.46
549436,18041,United Kingdom,2011-04-08,5,123,113.89
549439,13562,United Kingdom,2011-04-08,24,233,603.27
549440,17162,United Kingdom,2011-04-08,10,61,173.25
549441,17162,United Kingdom,2011-04-08,1,2,9.9
549442,16996,United Kingdom,2011-04-08,6,102,330.94
549443,15775,United Kingdom,2011-04-08,7,68,104.9
549444,16013,United Kingdom,2011-04-08,1,100,375.0
549445,17809,United Kingdom,2011-04-08,1,40,270.0
549446,17054,United Kingdom,2011-04-08,23,319,314.07
549447,17268,United Kingdom,2011-04-08,1,192,138.24
549448,13078,United Kingdom,2011-04-08,21,182,306.18
549449,14227,United Kingdom,2011-04-08,13,111,304.33
549451,16556,United Kingdom,2011-04-08,18,167,318.07
549467,13305,United Kingdom,2011-04-08,9,125,194.75
549471,17389,United Kingdom,2011-04-08,3,72,73.5
549520,13265,United Kingdom,2011-04-08,28,720,817.44
549522,16873,United Kingdom,2011-04-08,32,341,528.93
549523,12748,United Kingdom,2011-04-08,3,7,32.65
549526,13630,United Kingdom,2011-04-08,32,311,431.78
549538,17961,United Kingdom,2011-04-08,8,23,32.32
549539,15465,United Kingdom,2011-04-10,2,48,292.8
549541,17268,United Kingdom,2011-04-10,1,192,138.24
549542,15311,United Kingdom,2011-04-10,24,460,862.82
549543,18118,United Kingdom,2011-04-10,57,102,197.5
549546,16889,United Kingdom,2011-04-10,57,310,705.56
549547,16359,United Kingdom,2011-04-10,14,145,423.4
549548,13548,United Kingdom,2011-04-10,59,164,281.01
549550,15038,United Kingdom,2011-04-10,26,29,157.6
549551,15955,United Kingdom,2011-04-10,19,229,491.79
549552,13508,United Kingdom,2011-04-10,12,24,110.97
549553,16931,United Kingdom,2011-04-10,26,90,147.06
549554,16779,United Kingdom,2011-04-10,15,220,480.34
549555,13606,United Kingdom,2011-04-10,34,129,180.4
549556,17372,United Kingdom,2011-04-10,47,122,212.12
549557,14450,United Kingdom,2011-04-10,12,71,108.42
549558,15058,United Kingdom,2011-04-10,37,77,170.95
549559,12447,Belgium,2011-04-10,25,187,431.49
549560,15058,United Kingdom,2011-04-10,22,52,91.74
549561,13570,United Kingdom,2011-04-10,27,161,239.49
549562,13232,United Kingdom,2011-04-10,14,196,117.43
549563,14030,United Kingdom,2011-04-10,21,80,113.62
549564,18129,United Kingdom,2011-04-10,13,48,112.55
549566,13610,United Kingdom,2011-04-10,18,49,110.55
549567,13632,United Kingdom,2011-04-10,40,98,261.58
549568,15665,United Kingdom,2011-04-10,76,1174,1476.22
549569,15547,United Kingdom,2011-04-10,43,287,280.66
549570,17550,United Kingdom,2011-04-10,28,59,156.22
549571,15655,United Kingdom,2011-04-10,34,324,560.67
549572,17757,United Kingdom,2011-04-10,18,82,191.86
549573,14504,United Kingdom,2011-04-10,42,117,260.92
549574,18226,United Kingdom,2011-04-10,16,226,329.05
549575,13956,United Kingdom,2011-04-10,31,77,173.95
549576,17069,United Kingdom,2011-04-11,25,229,476.37
549577,14286,United Kingdom,2011-04-11,141,1998,2050.08
549578,17340,United Kingdom,2011-04-11,32,450,834.68
549579,15780,United Kingdom,2011-04-11,13,127,225.61
549581,16188,United Kingdom,2011-04-11,9,71,151.65
549583,15214,United Kingdom,2011-04-11,35,402,514.93
549584,17574,United Kingdom,2011-04-11,8,77,185.65
549585,14616,United Kingdom,2011-04-11,1,32,158.4
549587,15737,United Kingdom,2011-04-11,29,286,475.88
549588,12428,Finland,2011-04-11,20,234,253.72
549589,16552,United Kingdom,2011-04-11,12,180,284.44
549590,13324,United Kingdom,2011-04-11,7,400,423.0
549591,18080,United Kingdom,2011-04-11,1,330,841.5
549592,14311,United Kingdom,2011-04-11,20,146,310.26
549593,18008,United Kingdom,2011-04-11,1,130,162.5
549594,16029,United Kingdom,2011-04-11,4,192,470.4
549595,13324,United Kingdom,2011-04-11,8,697,903.87
549596,14339,United Kingdom,2011-04-11,14,168,309.52
549597,16133,United Kingdom,2011-04-11,6,146,403.34
549614,12720,Germany,2011-04-11,21,218,293.24
549619,13798,United Kingdom,2011-04-11,6,496,666.32
549628,13798,United Kingdom,2011-04-11,9,664,274.08
549633,15671,United Kingdom,2011-04-11,12,184,375.96
549646,12982,United Kingdom,2011-04-11,28,288,390.54
549664,13113,United Kingdom,2011-04-11,3,24,148.0
549665,14541,United Kingdom,2011-04-11,5,52,134.8
549667,14911,EIRE,2011-04-11,49,477,744.41
549669,13113,United Kingdom,2011-04-11,1,3,2.55
549670,16168,United Kingdom,2011-04-11,7,88,141.2
549678,16525,United Kingdom,2011-04-11,6,128,435.0
549679,16407,United Kingdom,2011-04-11,3,48,60.0
549680,12701,Germany,2011-04-11,20,244,301.08
549681,13881,United Kingdom,2011-04-11,17,322,309.88
549682,12596,Spain,2011-04-11,14,154,213.95
549683,14273,United Kingdom,2011-04-11,6,54,112.8
549687,12363,Unspecified,2011-04-11,16,282,299.1
549689,15971,United Kingdom,2011-04-11,1,6,17.7
549690,17841,United Kingdom,2011-04-11,83,217,380.34
549691,13549,United Kingdom,2011-04-11,10,134,183.5
549693,14696,United Kingdom,2011-04-11,17,135,284.35
549694,15414,United Kingdom,2011-04-11,5,12,36.2
549696,13089,United Kingdom,2011-04-11,1,12,153.0
549705,13668,United Kingdom,2011-04-11,9,114,145.26
549711,13654,United Kingdom,2011-04-11,24,201,485.31
549713,17611,United Kingdom,2011-04-11,37,141,282.4
549715,13203,United Kingdom,2011-04-11,10,145,165.71
549716,14628,United Kingdom,2011-04-11,12,106,331.58
549718,13846,United Kingdom,2011-04-11,15,111,252.53
549719,14326,United Kingdom,2011-04-11,8,103,183.85
549720,14606,United Kingdom,2011-04-11,33,56,142.84
549721,14911,EIRE,2011-04-11,11,112,204.12
549722,17236,United Kingdom,2011-04-11,15,69,118.45
549728,17799,United Kingdom,2011-04-11,15,89,112.86
549729,13634,United Kingdom,2011-04-11,35,126,263.41
549730,15867,United Kingdom,2011-04-11,32,158,215.64
549732,15615,United Kingdom,2011-04-11,32,436,758.92
549733,17827,United Kingdom,2011-04-11,43,218,312.01
549734,16409,United Kingdom,2011-04-11,70,400,532.0
549735,13824,United Kingdom,2011-04-12,14,202,659.3
549736,13599,United Kingdom,2011-04-12,8,102,173.01
549737,13599,United Kingdom,2011-04-12,7,80,158.8
549740,15981,United Kingdom,2011-04-12,12,356,520.8
549741,13655,United Kingdom,2011-04-12,21,115,383.65
549742,12910,United Kingdom,2011-04-12,23,502,720.22
549743,16186,United Kingdom,2011-04-12,28,428,392.41
549744,15240,United Kingdom,2011-04-12,8,204,316.2
549745,13577,United Kingdom,2011-04-12,20,131,356.75
549746,15251,United Kingdom,2011-04-12,30,1918,2846.02
549747,17428,United Kingdom,2011-04-12,4,400,614.0
549748,17428,United Kingdom,2011-04-12,5,146,497.82
549749,12928,United Kingdom,2011-04-12,21,236,387.7
549750,18109,United Kingdom,2011-04-12,12,19,113.25
549751,13089,United Kingdom,2011-04-12,18,403,737.42
549752,13089,United Kingdom,2011-04-12,4,40,50.0
549754,13700,United Kingdom,2011-04-12,22,380,314.52
549755,16843,United Kingdom,2011-04-12,9,344,394.56
549756,14111,United Kingdom,2011-04-12,2,148,94.2
549771,14669,United Kingdom,2011-04-12,54,287,427.54
549787,13268,United Kingdom,2011-04-12,24,163,180.43
549789,17160,United Kingdom,2011-04-12,48,569,611.91
549790,16172,United Kingdom,2011-04-12,16,180,199.38
549813,17972,United Kingdom,2011-04-12,30,37,136.04
549825,12463,Belgium,2011-04-12,19,187,314.57
549826,15044,United Kingdom,2011-04-12,24,114,440.5
549828,15044,United Kingdom,2011-04-12,2,12,25.08
549829,16713,United Kingdom,2011-04-12,20,198,341.0
549830,17811,United Kingdom,2011-04-12,9,57,117.83
549831,14844,United Kingdom,2011-04-12,40,582,874.55
549832,17278,United Kingdom,2011-04-12,15,179,246.04
549833,13458,United Kingdom,2011-04-12,37,666,1015.14
549834,16672,United Kingdom,2011-04-12,4,96,302.4
549835,17511,United Kingdom,2011-04-12,20,990,1444.66
549836,16814,United Kingdom,2011-04-12,16,75,180.85
549837,16705,United Kingdom,2011-04-12,20,429,1311.9
549838,16705,United Kingdom,2011-04-12,4,48,96.0
549839,15212,United Kingdom,2011-04-12,5,36,101.8
549841,15189,United Kingdom,2011-04-12,1,2,3.3
549842,14738,United Kingdom,2011-04-12,7,58,162.7
549843,13157,United Kingdom,2011-04-12,14,284,300.12
549844,12854,United Kingdom,2011-04-12,41,260,420.47
549845,16729,United Kingdom,2011-04-12,31,390,504.27
549847,15358,United Kingdom,2011-04-12,29,505,362.26
549850,16168,United Kingdom,2011-04-12,1,9,44.55
549851,16062,United Kingdom,2011-04-12,19,209,330.62
549852,14289,United Kingdom,2011-04-12,9,40,147.3
549874,16919,United Kingdom,2011-04-12,37,191,294.66
549880,15932,United Kingdom,2011-04-12,7,180,311.16
549881,14032,United Kingdom,2011-04-12,17,230,303.34
549885,17204,United Kingdom,2011-04-12,11,119,461.25
549901,17180,United Kingdom,2011-04-12,34,233,268.31
549902,14006,United Kingdom,2011-04-12,13,211,357.65
549903,17576,United Kingdom,2011-04-12,25,194,355.77
549904,17180,United Kingdom,2011-04-12,7,125,49.01
549906,14998,United Kingdom,2011-04-12,42,105,183.64
549907,13484,United Kingdom,2011-04-12,8,44,313.8
549909,15777,United Kingdom,2011-04-12,14,129,293.96
549910,16697,United Kingdom,2011-04-12,20,27,112.75
549911,14060,United Kingdom,2011-04-13,22,493,446.7
549914,14931,Channel Islands,2011-04-13,8,96,243.0
549915,18231,United Kingdom,2011-04-13,28,253,429.25
549916,13717,United Kingdom,2011-04-13,15,318,272.54
549917,16607,United Kingdom,2011-04-13,12,168,145.87
549918,17017,United Kingdom,2011-04-13,13,184,267.96
549920,18236,United Kingdom,2011-04-13,8,52,123.2
549923,13138,United Kingdom,2011-04-13,12,72,193.62
549924,16837,United Kingdom,2011-04-13,3,12,112.2
549925,16333,United Kingdom,2011-04-13,1,1056,1119.36
549926,16333,United Kingdom,2011-04-13,2,2232,725.76
549927,16684,United Kingdom,2011-04-13,21,3300,3694.36
549928,16684,United Kingdom,2011-04-13,2,200,324.0
549929,13740,United Kingdom,2011-04-13,23,425,350.75
549932,13534,United Kingdom,2011-04-13,8,70,124.8
549933,15230,United Kingdom,2011-04-13,22,339,370.2
549934,15134,United Kingdom,2011-04-13,6,50,110.1
549936,15465,United Kingdom,2011-04-13,3,79,514.05
549937,15046,United Kingdom,2011-04-13,7,125,328.55
549938,13199,United Kingdom,2011-04-13,1,160,408.0
549939,16309,United Kingdom,2011-04-13,21,304,334.2
549940,13694,United Kingdom,2011-04-13,18,1661,1357.63
549941,13694,United Kingdom,2011-04-13,1,96,81.6
549942,12971,United Kingdom,2011-04-13,2,36,136.2
549943,13544,United Kingdom,2011-04-13,42,75,122.91
549944,14262,United Kingdom,2011-04-13,16,196,240.0
549946,17819,United Kingdom,2011-04-13,3,24,189.84
549947,18260,United Kingdom,2011-04-13,19,314,451.58
549949,13208,United Kingdom,2011-04-13,35,148,205.28
549951,13134,United Kingdom,2011-04-13,24,162,500.2
549953,12766,Portugal,2011-04-13,56,581,1206.29
549954,13700,United Kingdom,2011-04-13,19,134,172.09
549956,14898,United Kingdom,2011-04-13,6,248,186.88
549957,13539,United Kingdom,2011-04-13,10,97,151.55
549958,17589,United Kingdom,2011-04-13,70,446,590.77
549959,16097,United Kingdom,2011-04-13,10,87,185.05
549961,16652,United Kingdom,2011-04-13,1,2,25.5
549964,13122,United Kingdom,2011-04-13,54,537,903.67
549965,16966,United Kingdom,2011-04-13,8,360,409.2
549966,16224,United Kingdom,2011-04-13,30,406,375.74
549967,17873,United Kingdom,2011-04-13,9,315,490.05
549969,13408,United Kingdom,2011-04-13,4,260,381.0
549970,15026,United Kingdom,2011-04-13,6,23,121.8
549971,13408,United Kingdom,2011-04-13,1,20,33.0
549972,13408,United Kingdom,2011-04-13,8,186,408.9
549974,17746,United Kingdom,2011-04-13,6,29,110.25
549975,16175,United Kingdom,2011-04-13,15,100,272.86
549976,15855,United Kingdom,2011-04-13,8,66,106.4
549977,14810,United Kingdom,2011-04-13,20,86,171.06
549978,14834,United Kingdom,2011-04-13,11,81,243.69
549979,17511,United Kingdom,2011-04-13,1,20,31.0
549980,14062,United Kingdom,2011-04-13,12,156,317.26
549981,16348,United Kingdom,2011-04-13,45,145,296.07
549982,17091,United Kingdom,2011-04-13,27,323,505.57
549983,16348,United Kingdom,2011-04-13,28,77,157.29
549984,15147,United Kingdom,2011-04-13,28,366,623.5
549985,15640,United Kingdom,2011-04-13,46,553,1103.73
549988,14367,United Kingdom,2011-04-13,25,221,431.65
549989,13221,United Kingdom,2011-04-13,30,90,346.7
549990,16678,United Kingdom,2011-04-13,10,46,147.3
549991,18229,United Kingdom,2011-04-14,8,92,348.4
549992,17669,United Kingdom,2011-04-14,7,320,516.0
549993,14057,United Kingdom,2011-04-14,11,336,349.44
549994,14057,United Kingdom,2011-04-14,2,20,41.6
549995,16131,United Kingdom,2011-04-14,24,540,1056.36
549996,15189,United Kingdom,2011-04-14,2,44,375.36
549997,15189,United Kingdom,2011-04-14,3,72,183.6
549998,17675,United Kingdom,2011-04-14,11,244,498.16
549999,15813,United Kingdom,2011-04-14,29,369,770.65
550000,17058,United Kingdom,2011-04-14,35,351,582.72
550001,17704,United Kingdom,2011-04-14,16,175,387.29
550002,12709,Germany,2011-04-14,1,40,50.0
550003,14428,United Kingdom,2011-04-14,4,89,127.07
550004,12569,Germany,2011-04-14,8,98,207.18
550005,17677,United Kingdom,2011-04-14,2,200,310.0
550006,17841,United Kingdom,2011-04-14,53,98,242.39
550007,15125,United Kingdom,2011-04-14,4,400,527.0
550008,15570,United Kingdom,2011-04-14,16,90,294.04
550015,17735,United Kingdom,2011-04-14,50,551,848.87
550016,15416,United Kingdom,2011-04-14,38,522,899.19
550017,17865,United Kingdom,2011-04-14,22,324,569.2
550025,17315,United Kingdom,2011-04-14,3,56,146.0
550030,17315,United Kingdom,2011-04-14,2,26,42.9
550031,13629,United Kingdom,2011-04-14,4,350,642.0
550032,15139,United Kingdom,2011-04-14,5,106,56.86
550033,15005,United Kingdom,2011-04-14,35,116,193.96
550034,16187,United Kingdom,2011-04-14,38,498,713.08
550035,15039,United Kingdom,2011-04-14,52,332,787.84
550052,17068,United Kingdom,2011-04-14,25,198,422.55
550054,14040,United Kingdom,2011-04-14,5,84,171.1
550057,14606,United Kingdom,2011-04-14,23,96,129.09
550071,16735,United Kingdom,2011-04-14,21,304,437.56
550106,13772,United Kingdom,2011-04-14,36,86,228.42
550120,17071,United Kingdom,2011-04-14,10,102,278.5
550121,15271,United Kingdom,2011-04-14,8,68,147.6
550122,12931,United Kingdom,2011-04-14,4,1176,1488.0
550124,12853,United Kingdom,2011-04-14,16,114,328.1
550125,13317,United Kingdom,2011-04-14,23,215,444.63
550126,12853,United Kingdom,2011-04-14,6,74,129.5
550129,13001,United Kingdom,2011-04-14,18,317,636.45
550130,14390,United Kingdom,2011-04-14,54,207,503.33
550131,15935,United Kingdom,2011-04-14,11,114,108.04
550132,16933,United Kingdom,2011-04-14,19,127,224.73
550134,16249,United Kingdom,2011-04-14,22,441,814.83
550135,15769,United Kingdom,2011-04-14,2,360,1220.4
550136,16957,United Kingdom,2011-04-14,12,108,301.8
550137,12477,Germany,2011-04-14,57,728,2221.02
550138,12841,United Kingdom,2011-04-14,26,124,162.35
550144,16520,United Kingdom,2011-04-14,54,139,297.16
550145,12637,France,2011-04-14,30,284,615.2
550148,16882,United Kingdom,2011-04-14,14,100,205.8
550149,13069,United Kingdom,2011-04-14,21,214,330.34
550150,15230,United Kingdom,2011-04-14,1,12,59.4
550151,13089,United Kingdom,2011-04-14,1,11,140.25
550152,17362,United Kingdom,2011-04-14,23,115,162.23
550154,13069,United Kingdom,2011-04-14,3,35,103.25
550155,14198,United Kingdom,2011-04-14,12,104,183.3
550156,17381,United Kingdom,2011-04-14,4,600,501.12
550157,16393,United Kingdom,2011-04-14,18,66,128.25
550158,13989,United Kingdom,2011-04-14,23,869,896.67
550159,14062,United Kingdom,2011-04-14,14,662,1420.98
550160,17930,United Kingdom,2011-04-14,5,172,390.6
550161,14154,United Kingdom,2011-04-14,19,114,419.74
550162,12569,Germany,2011-04-14,8,78,132.54
550163,14154,United Kingdom,2011-04-14,33,351,925.88
550164,13590,United Kingdom,2011-04-14,8,338,301.42
550167,14206,United Kingdom,2011-04-14,20,276,328.16
